,Unnamed: 0,brand,year,price_in_euro,power_ps
59896,182303,seat,2019,16990,131
59897,182304,seat,2019,25978,190
59898,182305,seat,2019,17450,131
59899,182306,seat,2019,16450,116
59900,182307,seat,2019,23799,190
59901,182308,seat,2019,29440,177
59902,182309,seat,2019,23480,190
59903,182310,seat,2019,21390,116
59904,182311,seat,2019,24490,150
59905,182312,seat,2019,15990,95
59906,182313,seat,2019,14940,116
59907,182314,seat,2019,18480,150
59908,182315,seat,2019,26660,190
59909,182316,seat,2019,12999,90
59910,182318,seat,2019,19490,116
59911,182319,seat,2019,19990,150
59912,182320,seat,2019,23490,150
59913,182321,seat,2019,20440,150
59914,182322,seat,2019,31990,177
59915,182323,seat,2019,16990,95
59916,182325,seat,2019,17750,95
59917,182327,seat,2019,20690,116
59918,182328,seat,2019,22850,190
59919,182329,seat,2019,20480,116
59920,182330,seat,2019,28000,300
59921,182332,seat,2019,16585,116
59922,182333,seat,2019,15490,95
59923,182334,seat,2019,17699,116
59924,182336,seat,2019,17990,131
59925,182337,seat,2019,29999,300
59926,182338,seat,2019,17999,116
59927,182339,seat,2019,19990,150
59928,182340,seat,2019,14490,116
59929,182341,seat,2019,16790,116
59930,182342,seat,2019,18390,116
59931,182343,seat,2019,16490,116
59932,182345,seat,2019,16930,116
59933,182346,seat,2019,19490,150
59934,182347,seat,2019,21300,150
59935,182348,seat,2019,15480,116
59936,182349,seat,2019,21980,150
59937,182350,seat,2019,13950,116
59938,182351,seat,2019,14180,116
59939,182352,seat,2019,17600,131
59940,182353,seat,2019,18999,150
59941,182354,seat,2019,15740,95
59942,182355,seat,2019,18450,116
59943,182356,seat,2019,28495,290
59944,182357,seat,2019,24890,190
59945,182358,seat,2019,13980,116
59946,182359,seat,2019,15880,116
59947,182361,seat,2019,15970,116
59948,182362,seat,2019,19490,116
59949,182363,seat,2019,15990,95
59950,182364,seat,2019,25880,300
59951,182365,seat,2019,13690,300
59952,182366,seat,2019,37991,80
59953,182367,seat,2019,17499,177
59954,182368,seat,2019,18750,116
59955,182369,seat,2019,37991,131
59956,182370,seat,2019,15970,177
59957,182371,seat,2019,22590,116
59958,182372,seat,2019,20000,190
59959,182373,seat,2019,15990,150
59960,182374,seat,2019,16490,131
59961,182375,seat,2019,25800,116
59962,182376,seat,2019,14980,177
59963,182377,seat,2019,16490,80
59964,182378,seat,2019,18450,131
59965,182379,seat,2019,20990,150
59966,182380,seat,2019,15990,116
59967,182381,seat,2019,16980,95
59968,182382,seat,2019,28750,190
59969,182383,seat,2019,15980,95
59970,182384,seat,2019,26950,190
59971,182385,seat,2019,21449,131
59972,182386,seat,2019,15950,95
59973,182387,seat,2019,14990,90
59974,182388,seat,2019,17677,95
59975,182389,seat,2019,21000,116
59976,182391,seat,2019,7400,60
59977,182392,seat,2019,19444,116
59978,182393,seat,2019,26888,150
59979,182394,seat,2019,20350,150
59980,182395,seat,2019,27088,150
59981,182396,seat,2019,27088,150
59982,182397,seat,2019,23480,150
59983,182398,seat,2019,23680,190
59984,182399,seat,2019,21940,116
59985,182400,seat,2019,17990,116
59986,182401,seat,2019,30100,300
59987,182402,seat,2019,15950,95
59988,182403,seat,2019,18433,116
59989,182404,seat,2019,17995,131
59990,182405,seat,2019,18990,150
59991,182406,seat,2019,19490,116
59992,182407,seat,2019,29930,150
59993,182408,seat,2019,22990,150
59994,182409,seat,2019,21970,116
59995,182410,seat,2019,17490,95
59996,182412,seat,2019,18970,116
59997,182413,seat,2019,22990,190
59998,182414,seat,2019,27980,190
59999,182415,seat,2019,24490,150
60000,182416,seat,2019,29900,190
60001,182417,seat,2019,23480,190
60002,182418,seat,2019,20830,150
60003,182419,seat,2019,18150,95
60004,182420,seat,2019,21430,150
60005,182421,seat,2019,23680,150
60006,182422,seat,2019,29444,150
60007,182423,seat,2019,20880,116
60008,182425,seat,2019,33480,150
60009,182426,seat,2019,28500,150
60010,182427,seat,2019,9998,60
60011,182428,seat,2019,20640,150
60012,182429,seat,2019,19899,116
