,Unnamed: 0,brand,year,price_in_euro,power_ps
79368,238635,volkswagen,2019,17800,116
79369,238636,volkswagen,2019,17880,116
79370,238637,volkswagen,2019,19470,150
79371,238638,volkswagen,2019,27430,190
79372,238639,volkswagen,2019,15900,95
79373,238640,volkswagen,2019,20899,150
79374,238641,volkswagen,2019,19990,190
79375,238642,volkswagen,2019,24430,150
79376,238643,volkswagen,2019,15990,116
79377,238644,volkswagen,2019,23989,150
79378,238645,volkswagen,2019,24330,190
79379,238646,volkswagen,2019,69950,286
79380,238647,volkswagen,2019,27880,150
79381,238648,volkswagen,2019,23840,150
79382,238650,volkswagen,2019,20690,116
79383,238651,volkswagen,2019,19490,116
79384,238652,volkswagen,2019,26790,190
79385,238653,volkswagen,2019,25890,95
79386,238654,volkswagen,2019,16430,150
79387,238655,volkswagen,2019,36995,116
79388,238656,volkswagen,2019,19475,230
79389,238657,volkswagen,2019,58970,150
79390,238658,volkswagen,2019,28650,340
79391,238659,volkswagen,2019,55177,272
79392,238660,volkswagen,2019,29990,286
79393,238661,volkswagen,2019,29995,239
79394,238662,volkswagen,2019,55990,131
79395,238664,volkswagen,2019,29950,131
79396,238665,volkswagen,2019,23480,150
79397,238666,volkswagen,2019,46300,286
79398,238667,volkswagen,2019,60150,199
79399,238668,volkswagen,2019,26189,150
79400,238669,volkswagen,2019,21870,200
79401,238670,volkswagen,2019,17930,150
79402,238671,volkswagen,2019,23449,190
79403,238672,volkswagen,2019,50990,286
79404,238673,volkswagen,2019,30830,190
79405,238674,volkswagen,2019,55150,286
79406,238675,volkswagen,2019,28850,150
79407,238676,volkswagen,2019,16390,116
79408,238677,volkswagen,2019,67690,204
79409,238679,volkswagen,2019,30990,177
79410,238680,volkswagen,2019,18330,150
79411,238681,volkswagen,2019,26075,150
79412,238682,volkswagen,2019,56989,286
79413,238683,volkswagen,2019,22990,190
79414,238684,volkswagen,2019,78960,421
79415,238685,volkswagen,2019,26590,131
79416,238686,volkswagen,2019,45500,150
79417,238687,volkswagen,2019,30600,239
79418,238688,volkswagen,2019,14990,95
79419,238689,volkswagen,2019,12780,90
79420,238690,volkswagen,2019,16780,116
79421,238691,volkswagen,2019,49980,190
79422,238693,volkswagen,2019,20980,116
79423,238694,volkswagen,2019,16990,150
79424,238695,volkswagen,2019,22930,116
79425,238696,volkswagen,2019,26390,116
79426,238698,volkswagen,2019,18700,122
79427,238699,volkswagen,2019,27850,116
79428,238700,volkswagen,2019,18879,116
79429,238701,volkswagen,2019,23500,116
79430,238702,volkswagen,2019,23900,150
79431,238703,volkswagen,2019,32890,190
79432,238704,volkswagen,2019,26459,150
79433,238705,volkswagen,2019,27920,190
79434,238706,volkswagen,2019,15990,150
79435,238709,volkswagen,2019,21630,190
79436,238710,volkswagen,2019,19989,200
79437,238711,volkswagen,2019,19999,131
