,Unnamed: 0,brand,year,price_in_euro,power_ps
66691,195853,skoda,2019,31849,190
66692,195854,skoda,2019,21500,150
66693,195855,skoda,2019,31850,190
66694,195856,skoda,2019,28990,190
66695,195857,skoda,2019,22880,150
66696,195858,skoda,2019,28980,245
66697,195859,skoda,2019,26980,245
66698,195860,skoda,2019,22900,184
66699,195861,skoda,2019,13600,95
66700,195862,skoda,2019,16950,116
66701,195864,skoda,2019,24686,150
66702,195865,skoda,2019,38390,239
66703,195866,skoda,2019,24470,150
66704,195867,skoda,2019,27689,150
66705,195868,skoda,2019,32490,190
66706,195869,skoda,2019,23880,150
66707,195870,skoda,2019,42950,239
66708,195871,skoda,2019,23480,150
66709,195872,skoda,2019,22380,150
66710,195873,skoda,2019,26999,245
66711,195874,skoda,2019,40950,239
66712,195875,skoda,2019,33950,245
66713,195876,skoda,2019,26480,190
66714,195877,skoda,2019,39950,190
66715,195878,skoda,2019,25333,150
66716,195880,skoda,2019,29830,245
66717,195881,skoda,2019,24980,150
66718,195882,skoda,2019,13880,75
66719,195883,skoda,2019,11900,75
66720,195884,skoda,2019,17940,150
66721,195886,skoda,2019,28666,190
66722,195887,skoda,2019,34990,190
66723,195888,skoda,2019,21990,116
66724,195889,skoda,2019,20890,150
66725,195890,skoda,2019,31690,190
66726,195891,skoda,2019,31485,190
66727,195892,skoda,2019,18900,150
66728,195893,skoda,2019,36900,239
66729,195894,skoda,2019,23990,150
66730,195895,skoda,2019,39785,239
66731,195896,skoda,2019,30890,150
66732,195897,skoda,2019,21490,150
66733,195898,skoda,2019,26990,190
66734,195899,skoda,2019,19970,150
66735,195902,skoda,2019,22990,150
66736,195903,skoda,2019,34990,190
66737,195904,skoda,2019,22950,150
66738,195905,skoda,2019,24980,190
66739,195906,skoda,2019,24299,245
66740,195907,skoda,2019,27000,245
66741,195908,skoda,2019,23990,190
66742,195909,skoda,2019,20990,150
66743,195910,skoda,2019,31590,190
66744,195911,skoda,2019,32990,190
66745,195913,skoda,2019,30990,190
66746,195915,skoda,2019,33280,239
66747,195916,skoda,2019,24800,190
66748,195917,skoda,2019,21990,116
66749,195918,skoda,2019,25470,150
66750,195919,skoda,2019,19885,116
66751,195920,skoda,2019,27990,150
66752,195922,skoda,2019,13590,95
66753,195923,skoda,2019,18950,150
66754,195924,skoda,2019,12990,75
66755,195925,skoda,2019,31990,190
66756,195926,skoda,2019,22700,150
66757,195927,skoda,2019,13490,95
66758,195928,skoda,2019,22580,150
66759,195929,skoda,2019,12900,60
66760,195930,skoda,2019,13480,116
66761,195931,skoda,2019,19990,116
66762,195932,skoda,2019,24500,245
66763,195933,skoda,2019,13200,95
66764,195934,skoda,2019,23400,190
66765,195935,skoda,2019,14900,110
66766,195936,skoda,2019,29590,150
66767,195937,skoda,2019,27890,272
66768,195938,skoda,2019,16950,116
66769,195939,skoda,2019,28980,245
66770,195940,skoda,2019,20690,116
66771,195941,skoda,2019,32000,190
66772,195942,skoda,2019,31825,272
66773,195944,skoda,2019,19750,116
66774,195946,skoda,2019,31990,245
66775,195947,skoda,2019,13600,95
66776,195948,skoda,2019,21500,150
66777,195949,skoda,2019,28300,184
66778,195951,skoda,2019,29000,190
66779,195952,skoda,2019,34800,190
66780,195953,skoda,2019,25530,245
66781,195954,skoda,2019,17880,116
66782,195955,skoda,2019,26890,190
66783,195956,skoda,2019,28850,190
66784,195957,skoda,2019,33990,272
66785,195958,skoda,2019,25990,190
66786,195959,skoda,2019,21990,150
66787,195960,skoda,2019,13500,110
66788,195961,skoda,2019,24250,150
66789,195962,skoda,2019,30725,190
66790,195963,skoda,2019,23780,150
66791,195964,skoda,2019,27950,190
66792,195965,skoda,2019,18880,116
66793,195966,skoda,2019,21580,150
66794,195967,skoda,2019,29911,190
66795,195969,skoda,2019,36949,239
66796,195970,skoda,2019,13960,110
66797,195971,skoda,2019,28990,190
66798,195972,skoda,2019,21420,150
66799,195973,skoda,2019,26390,190
66800,195974,skoda,2019,19900,150
66801,195975,skoda,2019,25660,150
66802,195976,skoda,2019,25950,190
66803,195977,skoda,2019,23490,184
66804,195978,skoda,2019,32990,272
66805,195979,skoda,2019,26999,150
66806,195980,skoda,2019,33830,239
66807,195981,skoda,2019,24500,184
66808,195982,skoda,2019,25599,150
66809,195983,skoda,2019,33990,272
66810,195984,skoda,2019,35985,239
66811,195985,skoda,2019,21990,184
66812,195986,skoda,2019,31990,190
66813,195987,skoda,2019,34995,245
66814,195988,skoda,2019,20990,116
66815,195989,skoda,2019,28485,245
66816,195990,skoda,2019,24490,184
66817,195991,skoda,2019,16799,150
66818,195992,skoda,2019,18999,150
66819,195993,skoda,2019,31990,190
66820,195994,skoda,2019,29480,245
66821,195995,skoda,2019,39930,239
66822,195996,skoda,2019,21490,116
66823,195997,skoda,2019,11995,75
66824,195998,skoda,2019,33395,272
66825,195999,skoda,2019,32950,190
66826,196000,skoda,2019,33690,150
66827,196001,skoda,2019,25480,150
