,brand,model,color,registration_date,year,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km
21851,audi,Audi Q8,blue,05/2023,2023,78088,340,Automatic,Petrol,8.6,10.0
21852,audi,Audi A5,blue,06/2023,2023,54900,204,Automatic,Petrol,7.1,2000.0
21853,audi,Audi A6,blue,02/2023,2023,69930,245,Automatic,Diesel,6.3,14850.0
21854,audi,Audi Q2,blue,01/2023,2023,45870,150,Automatic,Diesel,5.8,6000.0
21855,audi,Audi A3,blue,05/2023,2023,34288,150,Automatic,Petrol,5.6,10.0
21856,audi,Audi Q3,blue,02/2023,2023,49950,150,Automatic,Diesel,5.4,10870.0
21857,audi,Audi A1,blue,03/2023,2023,34440,150,Automatic,Petrol,6.3,5500.0
21858,audi,Audi SQ5,blue,02/2023,2023,77850,341,Automatic,Diesel,8.1,1001.0
21859,audi,Audi A3,blue,06/2023,2023,37890,150,Manual,Petrol,5.8,10.0
21860,audi,Audi Q2,blue,04/2023,2023,27990,110,Manual,Petrol,5.2,9000.0
21861,audi,Audi A3,blue,06/2023,2023,41778,150,Automatic,Petrol,5.6,10.0
21862,audi,Audi A1,blue,05/2023,2023,27090,110,Automatic,Petrol,5.7,3000.0
21863,audi,Audi Q3,blue,04/2023,2023,52700,190,Automatic,Petrol,6.7,2000.0
21864,audi,Audi A3,blue,05/2023,2023,35388,116,Automatic,Diesel,4.6,10.0
21865,audi,Audi A3,blue,01/2023,2023,34310,110,Automatic,Petrol,4.5,2.0
21866,audi,Audi A1,blue,06/2023,2023,37390,207,Automatic,Petrol,6.7,1050.0
21867,audi,Audi RS Q8,blue,03/2023,2023,132488,600,Automatic,Petrol,12.1,10.0
21868,audi,Audi Q2,blue,03/2023,2023,49900,190,Automatic,Petrol,7.5,9500.0
21869,audi,Audi A3,blue,05/2023,2023,33888,150,Manual,Petrol,5.8,10.0
21870,audi,Audi S6,blue,03/2023,2023,109490,344,Automatic,Diesel,6.4,10000.0
21872,audi,Audi Q2,blue,06/2023,2023,39990,150,Automatic,Petrol,6.3,3150.0
21873,audi,Audi Q2,blue,05/2023,2023,34970,150,Automatic,Petrol,6.1,1090.0
21874,audi,Audi A3,blue,05/2023,2023,33888,150,Manual,Petrol,5.8,10.0
21875,audi,Audi A3,blue,05/2023,2023,39718,150,Manual,Petrol,5.8,10.0
21876,audi,Audi Q3,blue,03/2023,2023,49980,200,Automatic,Diesel,5.2,3900.0
21877,audi,Audi SQ5,blue,06/2023,2023,88950,341,Automatic,Diesel,8.5,2500.0
21878,audi,Audi Q5,blue,03/2023,2023,59870,204,Automatic,Diesel,6.6,9900.0
21879,audi,Audi A3,blue,05/2023,2023,29800,150,Manual,Petrol,5.6,10.0
21880,audi,Audi A4,blue,03/2023,2023,53450,204,Automatic,Diesel,5.0,3000.0
21882,audi,Audi Q2,blue,05/2023,2023,46990,150,Automatic,Petrol,6.3,1000.0
21883,audi,Audi A1,blue,06/2023,2023,25750,110,Manual,Petrol,5.4,10.0
21884,audi,Audi RS Q8,blue,03/2023,2023,132488,600,Automatic,Petrol,12.1,10.0
21885,audi,Audi Q5,blue,02/2023,2023,63950,204,Automatic,Diesel,6.3,8500.0
21886,audi,Audi A3,blue,05/2023,2023,29588,110,Manual,Petrol,5.5,10.0
21887,audi,Audi A3,blue,05/2023,2023,35388,116,Automatic,Diesel,4.6,10.0
21888,audi,Audi SQ5,blue,03/2023,2023,78777,341,Automatic,Diesel,8.2,3000.0
21889,audi,Audi A3,blue,01/2023,2023,37590,150,Automatic,Petrol,5.2,2.0
21890,audi,Audi A3,blue,05/2023,2023,42440,150,Automatic,Diesel,4.5,1990.0
21891,audi,Audi A3,blue,06/2023,2023,39890,150,Automatic,Petrol,5.6,10.0
21892,audi,Audi Q3,blue,05/2023,2023,51979,150,Automatic,Petrol,7.0,3500.0
21893,audi,Audi Q3,blue,04/2023,2023,47980,150,Automatic,Diesel,4.5,9999.0
21894,audi,Audi Q7,blue,03/2023,2023,85387,340,Automatic,Petrol,10.4,10.0
21895,audi,Audi Q5,blue,04/2023,2023,52588,204,Automatic,Diesel,5.4,10.0
21896,audi,Audi TTS,blue,02/2023,2023,66580,320,Automatic,Petrol,7.4,1050.0
21898,audi,Audi A5,blue,06/2023,2023,72929,204,Automatic,Petrol,7.1,3500.0
21899,audi,Audi RS Q8,blue,03/2023,2023,132488,600,Automatic,Petrol,12.1,10.0
21900,audi,Audi Q8,blue,02/2023,2023,85688,340,Automatic,Petrol,8.6,10.0
21901,audi,Audi A3,blue,02/2023,2023,36650,150,Manual,Petrol,4.8,1000.0
21902,audi,Audi Q3,blue,03/2023,2023,57930,190,Automatic,Petrol,7.6,5500.0
21903,audi,Audi A3,blue,05/2023,2023,29588,110,Manual,Petrol,5.5,10.0
21904,audi,Audi A4,blue,05/2023,2023,65419,204,Automatic,Petrol,7.4,3000.0
21906,audi,Audi Q2,blue,05/2023,2023,45150,150,Automatic,Diesel,5.3,5500.0
21907,audi,Audi A1,blue,01/2023,2023,35480,150,Automatic,Petrol,6.3,6000.0
21908,audi,Audi A3,blue,05/2023,2023,38490,150,Automatic,Petrol,5.7,2.0
21909,audi,Audi A3,blue,05/2023,2023,38490,150,Automatic,Petrol,5.7,2.0
21910,audi,Audi Q3,blue,03/2023,2023,54850,200,Automatic,Diesel,5.2,3900.0
21911,audi,Audi A3,blue,03/2023,2023,45990,150,Automatic,Petrol,4.8,12.0
21912,audi,Audi Q8,blue,02/2023,2023,86488,286,Automatic,Diesel,7.3,10.0
21913,audi,Audi Q3,blue,02/2023,2023,54950,190,Automatic,Petrol,7.6,7000.0
21914,audi,Audi Q5,blue,01/2023,2023,65490,265,Automatic,Petrol,7.2,10.0
21915,audi,Audi A1,blue,03/2023,2023,33980,110,Automatic,Petrol,6.1,5000.0
21916,audi,Audi Q5,blue,05/2023,2023,60180,204,Automatic,Diesel,5.5,9900.0
21917,audi,Audi A6,blue,02/2023,2023,96930,286,Automatic,Diesel,6.5,5500.0
21918,audi,Audi Q5,blue,04/2023,2023,52588,204,Automatic,Diesel,5.4,10.0
21919,audi,Audi Q8,blue,02/2023,2023,86488,286,Automatic,Diesel,7.3,10.0
21920,audi,Audi Q8,blue,05/2023,2023,78088,340,Automatic,Petrol,8.6,10.0
21921,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21922,audi,Audi Q5,blue,04/2023,2023,52588,204,Automatic,Diesel,5.4,10.0
21923,audi,Audi Q3,blue,02/2023,2023,41990,150,Automatic,Petrol,6.1,13.0
21924,audi,Audi A1,blue,03/2023,2023,36860,110,Automatic,Petrol,4.8,1550.0
21925,audi,Audi SQ5,blue,05/2023,2023,74288,341,Automatic,Diesel,7.0,10.0
21926,audi,Audi S4,blue,03/2023,2023,68880,341,Automatic,Diesel,7.1,10.0
21927,audi,Audi A3,blue,05/2023,2023,33888,150,Manual,Petrol,5.8,10.0
21928,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21929,audi,Audi A3,blue,05/2023,2023,29588,110,Manual,Petrol,5.5,10.0
21930,audi,Audi A3,blue,05/2023,2023,36588,150,Automatic,Diesel,4.5,10.0
21931,audi,Audi A3,blue,01/2023,2023,34090,110,Automatic,Petrol,4.5,2.0
21932,audi,Audi Q2,blue,03/2023,2023,43880,150,Automatic,Petrol,6.3,6000.0
21933,audi,Audi Q3,blue,02/2023,2023,53900,150,Automatic,Diesel,5.3,2500.0
21934,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21935,audi,Audi Q3,blue,05/2023,2023,49990,150,Automatic,Diesel,5.5,500.0
21936,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21937,audi,Audi Q7,blue,03/2023,2023,82487,340,Automatic,Petrol,10.4,10.0
21938,audi,Audi Q8,blue,02/2023,2023,86488,286,Automatic,Diesel,7.3,10.0
21939,audi,Audi RS6,blue,05/2023,2023,140888,600,Automatic,Petrol,11.5,10.0
21940,audi,Audi A4,blue,01/2023,2023,51890,204,Automatic,Petrol,7.1,14458.0
21941,audi,Audi Q3,blue,06/2023,2023,46400,150,Automatic,Petrol,6.6,2050.0
21942,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21943,audi,Audi Q3,blue,05/2023,2023,43888,150,Automatic,Diesel,4.5,10.0
21944,audi,Audi Q3,blue,05/2023,2023,44688,150,Automatic,Diesel,4.5,10.0
21945,audi,Audi TT,blue,02/2023,2023,48900,197,Automatic,Petrol,6.8,8000.0
21946,audi,Audi Q2,blue,05/2023,2023,29088,150,Manual,Petrol,5.9,10.0
21947,audi,Audi Q3,blue,03/2023,2023,49880,150,Automatic,Petrol,7.0,2900.0
21948,audi,Audi A3,blue,01/2023,2023,39490,116,Automatic,Diesel,4.0,9000.0
21949,audi,Audi A1,blue,06/2023,2023,25750,110,Manual,Petrol,5.4,10.0
21950,audi,Audi A3,blue,05/2023,2023,36588,150,Automatic,Diesel,4.5,10.0
21951,audi,Audi A4,blue,06/2023,2023,56450,204,Automatic,Diesel,6.0,1050.0
21952,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21953,audi,Audi A3,blue,01/2023,2023,34690,110,Automatic,Petrol,4.5,2.0
21954,audi,Audi A3,blue,05/2023,2023,48880,150,Automatic,Petrol,6.0,2000.0
21955,audi,Audi A3,blue,03/2023,2023,37490,150,Automatic,Petrol,5.8,2.0
21956,audi,Audi Q3,blue,03/2023,2023,53990,150,Automatic,Diesel,5.0,5900.0
21957,audi,Audi A3,blue,05/2023,2023,34288,150,Automatic,Petrol,5.6,10.0
21958,audi,Audi A1,blue,03/2023,2023,24780,110,Manual,Petrol,5.5,3000.0
21959,audi,Audi A3,blue,05/2023,2023,35388,116,Automatic,Diesel,4.6,10.0
21960,audi,Audi A3,blue,01/2023,2023,39690,116,Automatic,Diesel,4.0,9000.0
21961,audi,Audi Q8,blue,05/2023,2023,82672,340,Automatic,Petrol,8.6,10.0
21962,audi,Audi Q3,blue,02/2023,2023,41990,150,Automatic,Petrol,6.1,16.0
21963,audi,Audi A1,blue,05/2023,2023,35078,150,Automatic,Petrol,5.0,10.0
21964,audi,Audi A1,blue,05/2023,2023,35078,150,Automatic,Petrol,5.0,10.0
21965,audi,Audi Q8,blue,05/2023,2023,78288,340,Automatic,Petrol,8.6,10.0
21966,audi,Audi A3,blue,01/2023,2023,40990,150,Automatic,Hybrid,1.4,9500.0
21967,audi,Audi TT,blue,05/2023,2023,54688,245,Automatic,Petrol,9.3,10.0
21968,audi,Audi A1,blue,06/2023,2023,35499,110,Automatic,Petrol,5.9,0.0
21969,audi,Audi A3,blue,01/2023,2023,41190,150,Automatic,Hybrid,1.4,9500.0
21970,audi,Audi A3,blue,05/2023,2023,39288,150,Manual,Diesel,4.3,10.0
21971,audi,Audi SQ5,blue,02/2023,2023,67388,341,Automatic,Diesel,7.0,10.0
21972,audi,Audi Q3,blue,05/2023,2023,55855,150,Automatic,Diesel,6.3,5000.0
21973,audi,Audi A1,blue,06/2023,2023,25750,110,Manual,Petrol,5.4,10.0
21974,audi,Audi TT,blue,05/2023,2023,53888,245,Automatic,Petrol,9.3,10.0
21975,audi,Audi A8,blue,02/2023,2023,39640,286,Automatic,Diesel,6.5,11000.0
21976,audi,Audi Q2,blue,01/2023,2023,39640,150,Automatic,Petrol,5.1,20.0
21977,audi,Audi Q2,blue,01/2023,2023,85439,150,Automatic,Petrol,5.1,20.0
21978,audi,Audi Q5,blue,06/2023,2023,34878,265,Automatic,Petrol,0.4,12500.0
21979,audi,Audi A1,blue,05/2023,2023,34988,150,Automatic,Petrol,5.0,10.0
21980,audi,Audi A3,blue,05/2023,2023,36588,150,Automatic,Diesel,4.5,10.0
21981,audi,Audi Q3,blue,03/2023,2023,46990,150,Automatic,Petrol,5.8,9990.0
21982,audi,Audi A1,blue,03/2023,2023,28411,95,Automatic,Petrol,4.7,2312.0
21983,audi,Audi Q3,blue,03/2023,2023,46930,150,Automatic,Petrol,7.3,4500.0
21984,audi,Audi Q3,blue,01/2023,2023,53880,150,Automatic,Diesel,6.2,7489.0
21985,audi,Audi TT,blue,03/2023,2023,60509,245,Automatic,Petrol,7.8,7900.0
21986,audi,Audi Q3,blue,05/2023,2023,44688,150,Automatic,Diesel,4.5,10.0
21987,audi,Audi A3,blue,05/2023,2023,34988,150,Automatic,Petrol,4.8,10.0
21988,audi,Audi Q5,blue,03/2023,2023,49181,163,Automatic,Diesel,4.7,10.0
21989,audi,Audi A3,blue,05/2023,2023,36588,150,Automatic,Diesel,4.5,10.0
21990,audi,Audi Q2,blue,02/2023,2023,34770,150,Automatic,Diesel,5.2,8890.0
21991,audi,Audi Q8,blue,02/2023,2023,86488,286,Automatic,Diesel,7.3,10.0
21992,audi,Audi Q2,blue,01/2023,2023,41850,150,Automatic,Diesel,4.9,3000.0
21993,audi,Audi Q3,blue,02/2023,2023,56190,150,Automatic,Hybrid,1.8,2500.0
21994,audi,Audi Q7,blue,03/2023,2023,85387,340,Automatic,Petrol,10.4,10.0
21995,audi,Audi A3,blue,01/2023,2023,35890,110,Automatic,Petrol,4.5,2.0
21996,audi,Audi A3,blue,05/2023,2023,34988,150,Automatic,Petrol,4.8,10.0
21997,audi,Audi Q3,blue,05/2023,2023,51245,150,Automatic,Petrol,6.5,200.0
21998,audi,Audi A3,blue,01/2023,2023,34590,110,Automatic,Petrol,4.5,2.0
21999,audi,Audi A1,blue,05/2023,2023,36880,150,Automatic,Petrol,5.8,6000.0
22000,audi,Audi Q3,blue,02/2023,2023,44500,150,Automatic,Petrol,6.5,6001.0
22001,audi,Audi A6 allroad,blue,06/2023,2023,41990,349,Automatic,Diesel,7.7,39990.0
22002,audi,Audi Q3,blue,02/2023,2023,86987,150,Automatic,Petrol,6.1,0.0
22003,audi,Audi Q7,blue,02/2023,2023,34988,340,Automatic,Petrol,10.4,10.0
22004,audi,Audi A3,blue,05/2023,2023,39690,150,Automatic,Petrol,4.8,10.0
22005,audi,Audi Q2,blue,01/2023,2023,39690,150,Automatic,Petrol,5.1,20.0
22006,audi,Audi Q2,blue,01/2023,2023,49488,150,Automatic,Petrol,5.1,20.0
22007,audi,Audi Q5,blue,04/2023,2023,41288,204,Automatic,Diesel,5.3,10.0
22008,audi,Audi Q3,blue,04/2023,2023,35390,150,Automatic,Petrol,5.8,10.0
22009,audi,Audi A3,blue,01/2023,2023,82487,110,Automatic,Petrol,4.5,2.0
22010,audi,Audi Q7,blue,03/2023,2023,67388,340,Automatic,Petrol,10.4,10.0
22011,audi,Audi SQ5,blue,02/2023,2023,54488,341,Automatic,Diesel,7.0,10.0
22012,audi,Audi A5,blue,05/2023,2023,69950,204,Automatic,Petrol,6.1,10.0
22014,audi,Audi Q3,blue,04/2023,2023,41288,150,Automatic,Petrol,5.8,10.0
22015,audi,Audi A3,blue,01/2023,2023,35080,110,Automatic,Petrol,4.5,2.0
22016,audi,Audi Q2,blue,03/2023,2023,35390,150,Automatic,Petrol,5.1,1025.0
22017,audi,Audi RS6,blue,05/2023,2023,140888,600,Automatic,Petrol,11.5,10.0
22018,audi,Audi Q2,blue,01/2023,2023,40954,150,Automatic,Petrol,5.1,20.0
22019,audi,Audi Q2,blue,01/2023,2023,40954,150,Automatic,Petrol,5.1,20.0
22020,audi,Audi Q2,blue,06/2023,2023,42950,150,Automatic,Petrol,6.5,2050.0
22021,audi,Audi Q5,blue,04/2023,2023,52588,204,Automatic,Diesel,5.4,10.0
22022,audi,Audi Q3,blue,05/2023,2023,50190,150,Automatic,Diesel,5.5,500.0
22023,audi,Audi Q2,blue,03/2023,2023,46980,150,Automatic,Petrol,6.3,6000.0
22024,audi,Audi A3,blue,01/2023,2023,38480,150,Automatic,Petrol,5.2,2.0
22025,audi,Audi A3,blue,05/2023,2023,34088,150,Manual,Petrol,5.8,10.0
22026,audi,Audi A3,blue,05/2023,2023,34088,150,Manual,Petrol,5.8,10.0
22027,audi,Audi A3,blue,05/2023,2023,34088,150,Manual,Petrol,5.8,10.0
22028,audi,Audi Q3,blue,05/2023,2023,42444,150,Automatic,Petrol,6.5,9358.0
22029,audi,Audi A1,blue,01/2023,2023,31088,150,Automatic,Petrol,5.0,10.0
22030,audi,Audi Q3,blue,03/2023,2023,46778,150,Automatic,Petrol,7.2,10.0
22031,audi,Audi A1,blue,01/2023,2023,31370,150,Automatic,Petrol,5.0,10.0
22032,audi,Audi A3,blue,05/2023,2023,35388,116,Automatic,Diesel,4.6,10.0
22033,audi,Audi A3,blue,01/2023,2023,34580,110,Automatic,Petrol,4.5,2.0
22034,audi,Audi Q3,blue,04/2023,2023,41288,150,Automatic,Petrol,5.8,10.0
22035,audi,Audi A3,blue,05/2023,2023,32188,110,Automatic,Petrol,4.3,10.0
22036,audi,Audi SQ5,blue,02/2023,2023,67388,341,Automatic,Diesel,7.0,10.0
22037,audi,Audi TT,blue,05/2023,2023,54688,245,Automatic,Petrol,9.3,10.0
22038,audi,Audi A3,blue,05/2023,2023,32188,110,Automatic,Petrol,4.3,10.0
22039,audi,Audi A3,blue,05/2023,2023,29588,110,Manual,Petrol,5.5,10.0
22040,audi,Audi A3,blue,05/2023,2023,32188,110,Automatic,Petrol,4.3,10.0
22041,audi,Audi Q3,blue,02/2023,2023,55990,150,Automatic,Hybrid,1.8,2500.0
22042,audi,Audi A3,blue,05/2023,2023,34088,150,Manual,Petrol,5.8,10.0
22043,audi,Audi A3,blue,05/2023,2023,34088,150,Manual,Petrol,5.8,10.0
22044,audi,Audi A1,blue,01/2023,2023,30888,150,Automatic,Petrol,5.0,10.0
22045,audi,Audi Q5,blue,04/2023,2023,49488,204,Automatic,Diesel,5.3,10.0
22046,audi,Audi RS6,blue,05/2023,2023,140888,600,Automatic,Petrol,11.5,10.0
22047,audi,Audi A1,blue,01/2023,2023,30888,150,Automatic,Petrol,5.0,10.0
22048,audi,Audi Q5,blue,04/2023,2023,49488,204,Automatic,Diesel,5.3,10.0
22049,audi,Audi A3,blue,05/2023,2023,32188,110,Automatic,Petrol,4.3,10.0
22050,audi,Audi SQ5,blue,02/2023,2023,67388,341,Automatic,Diesel,7.0,10.0
22051,audi,Audi Q3,blue,05/2023,2023,53210,150,Automatic,Diesel,5.5,5200.0
22052,audi,Audi A1,blue,05/2023,2023,34878,150,Automatic,Petrol,5.0,10.0
22054,audi,Audi Q3,brown,03/2023,2023,53405,190,Automatic,Petrol,7.5,15000.0
22057,audi,Audi A1,yellow,05/2023,2023,29930,110,Automatic,Petrol,6.4,1000.0
22058,audi,Audi A1,yellow,05/2023,2023,54790,150,Automatic,Petrol,5.1,3000.0
22059,audi,Audi S3,yellow,01/2023,2023,57640,310,Automatic,Petrol,8.2,1100.0
22060,audi,Audi S3,yellow,01/2023,2023,56540,310,Automatic,Petrol,7.4,1100.0
22062,audi,Audi A3,yellow,05/2023,2023,40490,150,Automatic,Petrol,5.7,99.0
22063,audi,Audi S3,yellow,01/2023,2023,59990,370,Automatic,Petrol,8.2,1028.0
22064,audi,Audi A1,yellow,05/2023,2023,34440,150,Automatic,Petrol,6.4,3000.0
22065,audi,Audi A3,yellow,05/2023,2023,38890,150,Automatic,Petrol,5.7,2.0
22066,audi,Audi A3,yellow,05/2023,2023,38890,150,Automatic,Petrol,5.7,2.0
22067,audi,Audi A3,yellow,05/2023,2023,38890,150,Automatic,Petrol,5.7,2.0
22068,audi,Audi A3,yellow,05/2023,2023,38890,150,Automatic,Petrol,5.7,2.0
22069,audi,Audi A1,yellow,05/2023,2023,34440,150,Automatic,Petrol,6.4,3000.0
22070,audi,Audi S3,yellow,01/2023,2023,57790,310,Automatic,Petrol,8.2,1028.0
22071,audi,Audi A3,yellow,05/2023,2023,38490,150,Automatic,Petrol,5.7,2.0
22072,audi,Audi A1,yellow,05/2023,2023,32415,110,Automatic,Petrol,4.8,6000.0
22073,audi,Audi A1,yellow,06/2023,2023,31950,110,Automatic,Petrol,5.9,1100.0
22074,audi,Audi A3,yellow,05/2023,2023,38879,150,Automatic,Petrol,5.7,2.0
22075,audi,Audi A1,yellow,01/2023,2023,29290,110,Manual,Petrol,5.5,4393.0
22076,audi,Audi A1,yellow,05/2023,2023,33280,150,Automatic,Petrol,6.3,5000.0
22077,audi,Audi A1,yellow,06/2023,2023,25750,110,Manual,Petrol,5.4,10.0
22078,audi,Audi A1,yellow,06/2023,2023,25750,110,Manual,Petrol,5.4,10.0
22079,audi,Audi A1,yellow,06/2023,2023,25750,110,Manual,Petrol,5.4,10.0
22080,audi,Audi Q8,grey,01/2023,2023,112980,286,Automatic,Diesel,6.9,50.0
22081,audi,Audi A4,grey,05/2023,2023,48930,150,Automatic,Petrol,5.9,3500.0
22083,audi,Audi SQ7,grey,04/2023,2023,148590,650,Automatic,Petrol,12.6,1231.0
22084,audi,Audi RS3,grey,03/2023,2023,73480,400,Automatic,Petrol,8.9,2500.0
22086,audi,Audi A6,grey,05/2023,2023,69890,265,Automatic,Petrol,7.8,1500.0
22087,audi,Audi RS3,grey,05/2023,2023,68890,400,Automatic,Petrol,8.9,5999.0
22089,audi,Audi SQ7,grey,04/2023,2023,135970,507,Automatic,Petrol,12.6,1231.0
22090,audi,Audi RS6,grey,04/2023,2023,131888,600,Automatic,Petrol,12.5,6000.0
22091,audi,Audi A6,grey,06/2023,2023,67590,204,Automatic,Diesel,5.1,50.0
22092,audi,Audi A5,grey,04/2023,2023,62330,204,Automatic,Petrol,6.3,3500.0
22093,audi,Audi A6,grey,03/2023,2023,79990,286,Automatic,Diesel,7.0,4500.0
22094,audi,Audi A1,grey,03/2023,2023,36900,150,Automatic,Petrol,6.3,9500.0
22095,audi,Audi A6,grey,05/2023,2023,65190,265,Automatic,Petrol,7.5,500.0
22097,audi,Audi A6,grey,01/2023,2023,48780,204,Automatic,Diesel,4.6,1550.0
22098,audi,Audi SQ8,grey,06/2023,2023,123455,507,Automatic,Petrol,12.6,2000.0
22099,audi,Audi S8,grey,04/2023,2023,165990,571,Automatic,Petrol,11.4,3000.0
22101,audi,Audi A5,grey,05/2023,2023,59190,204,Automatic,Petrol,6.8,4500.0
22102,audi,Audi A4,grey,03/2023,2023,56480,204,Automatic,Petrol,7.0,6000.0
22104,audi,Audi RS5,grey,03/2023,2023,99880,450,Automatic,Petrol,8.7,3333.0
22105,audi,Audi Q8,grey,02/2023,2023,92890,286,Automatic,Diesel,8.5,10500.0
22106,audi,Audi A3,grey,05/2023,2023,44640,190,Automatic,Petrol,7.1,9900.0
22107,audi,Audi A1,grey,05/2023,2023,32630,95,Automatic,Petrol,5.9,2000.0
22108,audi,Audi S5,grey,01/2023,2023,64488,341,Automatic,Diesel,6.3,10.0
22109,audi,Audi Q3,grey,01/2023,2023,45610,150,Automatic,Hybrid,5.8,5.0
22110,audi,Audi Q3,grey,01/2023,2023,45610,150,Automatic,Hybrid,5.8,5.0
22111,audi,Audi RS7,grey,05/2023,2023,142688,600,Automatic,Petrol,12.1,10.0
22112,audi,Audi A1,grey,04/2023,2023,24840,110,Manual,Petrol,5.4,15.0
22113,audi,Audi Q8,grey,05/2023,2023,93398,286,Automatic,Diesel,7.1,10.0
22114,audi,Audi Q3,grey,04/2023,2023,37910,150,Automatic,Petrol,5.8,5.0
22115,audi,Audi Q3,grey,04/2023,2023,37910,150,Automatic,Petrol,5.8,5.0
22116,audi,Audi RS Q8,grey,04/2023,2023,130488,600,Automatic,Petrol,12.1,10.0
22117,audi,Audi Q3,grey,04/2023,2023,37910,150,Automatic,Petrol,5.8,5.0
22118,audi,Audi Q3,grey,04/2023,2023,37910,150,Automatic,Petrol,5.8,5.0
22119,audi,Audi A3,grey,01/2023,2023,39990,150,Automatic,Petrol,5.0,10.0
22120,audi,Audi SQ8,grey,03/2023,2023,124850,507,Automatic,Petrol,12.6,9000.0
22121,audi,Audi SQ7,grey,02/2023,2023,109950,507,Automatic,Petrol,12.0,4050.0
22122,audi,Audi SQ5,grey,02/2023,2023,86900,341,Automatic,Diesel,7.0,200.0
22124,audi,Audi A6,grey,03/2023,2023,49760,204,Automatic,Diesel,5.3,500.0
22125,audi,Audi A6,grey,03/2023,2023,49730,204,Automatic,Diesel,5.3,500.0
22126,audi,Audi A6,grey,03/2023,2023,53820,204,Automatic,Diesel,5.6,150.0
22127,audi,Audi SQ7,grey,03/2023,2023,109980,507,Automatic,Petrol,12.0,1792.0
22128,audi,Audi A6,grey,03/2023,2023,49630,204,Automatic,Diesel,5.3,500.0
22129,audi,Audi A6,grey,03/2023,2023,48930,204,Automatic,Diesel,5.3,500.0
22130,audi,Audi S4,grey,04/2023,2023,77900,341,Automatic,Diesel,7.2,6500.0
22131,audi,Audi Q5,grey,05/2023,2023,62900,204,Automatic,Diesel,5.4,6000.0
22134,audi,Audi RS3,grey,04/2023,2023,71990,400,Automatic,Petrol,8.3,100.0
22135,audi,Audi Q3,grey,04/2023,2023,41480,150,Automatic,Petrol,6.5,99.0
22136,audi,Audi A6,grey,04/2023,2023,47900,163,Automatic,Diesel,5.5,10.0
22137,audi,Audi A3,grey,05/2023,2023,29945,110,Automatic,Hybrid,5.6,10.0
22140,audi,Audi S8,grey,06/2023,2023,154350,571,Automatic,Petrol,11.7,2000.0
22142,audi,Audi RS6,grey,02/2023,2023,135900,600,Automatic,Petrol,11.5,2654.0
22145,audi,Audi RS3,grey,01/2023,2023,71789,400,Automatic,Petrol,8.2,990.0
22147,audi,Audi RS7,grey,02/2023,2023,131992,600,Automatic,Petrol,11.6,3500.0
22148,audi,Audi RS Q3,grey,02/2023,2023,76490,400,Automatic,Petrol,8.8,6036.0
22149,audi,Audi Q5,grey,03/2023,2023,52900,204,Automatic,Petrol,6.5,1500.0
22150,audi,Audi A3,grey,04/2023,2023,39930,150,Automatic,Petrol,5.6,3500.0
22151,audi,Audi RS3,grey,03/2023,2023,69840,400,Automatic,Petrol,8.2,3500.0
22152,audi,Audi RS Q3,grey,06/2023,2023,78950,400,Automatic,Petrol,10.1,1100.0
22153,audi,Audi A6,grey,05/2023,2023,83870,286,Automatic,Diesel,6.9,3000.0
22154,audi,Audi SQ5,grey,06/2023,2023,89490,341,Automatic,Diesel,8.3,10000.0
22155,audi,Audi Q5,grey,03/2023,2023,63880,204,Automatic,Diesel,6.6,4500.0
22156,audi,Audi RS3,grey,01/2023,2023,69840,400,Automatic,Petrol,9.1,8900.0
22157,audi,Audi A5,grey,03/2023,2023,57880,204,Automatic,Petrol,6.3,3500.0
22159,audi,Audi Q2,grey,06/2023,2023,32750,150,Manual,Petrol,6.3,3150.0
22160,audi,Audi RS6,grey,04/2023,2023,154885,600,Automatic,Petrol,11.5,50.0
22161,audi,Audi RS7,grey,03/2023,2023,167420,600,Automatic,Petrol,12.5,3177.0
22162,audi,Audi RS5,grey,05/2023,2023,97390,450,Automatic,Petrol,9.9,2900.0
22163,audi,Audi RS5,grey,06/2023,2023,128900,450,Automatic,Petrol,9.6,2000.0
22164,audi,Audi A6,grey,05/2023,2023,59990,204,Automatic,Diesel,5.7,500.0
22165,audi,Audi A1,grey,03/2023,2023,37990,207,Automatic,Petrol,6.8,9999.0
22166,audi,Audi A6,grey,06/2023,2023,68990,204,Automatic,Diesel,6.3,9999.0
22167,audi,Audi Q7,grey,05/2023,2023,114900,286,Automatic,Diesel,7.1,1100.0
22168,audi,Audi A8,grey,01/2023,2023,112980,286,Automatic,Diesel,7.4,7500.0
22169,audi,Audi RS6,grey,03/2023,2023,153900,630,Automatic,Petrol,12.1,4400.0
22172,audi,Audi Q7,grey,05/2023,2023,94980,286,Automatic,Diesel,8.0,1000.0
22174,audi,Audi A8,grey,05/2023,2023,118850,286,Automatic,Diesel,7.3,1500.0
