,brand,model,color,registration_date,year,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km
101548,mazda,Mazda 2,grey,05/2023,2023,21900,90,Manual,Petrol,4.7,10.0
101549,mazda,Mazda 2,grey,05/2023,2023,26990,92,Automatic,Hybrid,3.2,10.0
101550,mazda,Mazda MX-5,grey,04/2023,2023,31900,184,Manual,Petrol,6.9,50.0
101551,mazda,Mazda MX-5,grey,03/2023,2023,36990,184,Manual,Petrol,6.9,15.0
101552,mazda,Mazda 6,grey,03/2023,2023,37490,165,Manual,Petrol,6.5,10.0
101553,mazda,Mazda 2,grey,03/2023,2023,28990,116,Automatic,Hybrid,3.8,500.0
101554,mazda,Mazda 2,grey,03/2023,2023,26490,92,Automatic,Petrol,4.0,2000.0
101555,mazda,Mazda MX-5,grey,02/2023,2023,36590,184,Manual,Petrol,6.9,10.0
101556,mazda,Mazda 2,grey,03/2023,2023,28475,92,Automatic,Hybrid,3.2,1002.0
101557,mazda,Mazda CX-5,grey,01/2023,2023,37499,150,Automatic,Diesel,5.5,4500.0
101558,mazda,Mazda 6,grey,05/2023,2023,38488,194,Automatic,Petrol,6.8,1500.0
101559,mazda,Mazda 2,grey,06/2023,2023,21950,90,Manual,Petrol,4.4,500.0
101560,mazda,Mazda MX-5,grey,03/2023,2023,35900,184,Manual,Petrol,6.9,10.0
101561,mazda,Mazda 2,grey,03/2023,2023,21485,90,Automatic,Petrol,4.7,118.0
101562,mazda,Mazda 2,grey,03/2023,2023,28995,92,Automatic,Hybrid,3.2,100.0
101563,mazda,Mazda MX-5,grey,03/2023,2023,32540,132,Manual,Petrol,6.1,43.0
101564,mazda,Mazda MX-5,grey,03/2023,2023,33590,184,Manual,Petrol,6.9,10.0
101565,mazda,Mazda CX-30,grey,03/2023,2023,26950,186,Manual,Petrol,5.1,5.0
101566,mazda,Mazda 2,grey,02/2023,2023,27530,116,Automatic,Hybrid,3.2,20.0
101567,mazda,Mazda 2,grey,02/2023,2023,31930,92,Automatic,Hybrid,3.8,1200.0
101568,mazda,Mazda 3,grey,06/2023,2023,33500,150,Manual,Petrol,5.6,2001.0
101569,mazda,Mazda CX-5,grey,03/2023,2023,34970,165,Manual,Petrol,6.5,731.0
101570,mazda,Mazda CX-5,green,03/2023,2023,34390,150,Automatic,Diesel,5.5,1.0
101571,mazda,Mazda MX-5,green,06/2023,2023,27777,132,Manual,Petrol,6.1,50.0
101572,mazda,Mazda CX-5,green,03/2023,2023,37990,165,Manual,Petrol,6.5,874.0
101573,mazda,Mazda CX-5,red,03/2023,2023,41830,184,Unknown,Diesel,5.5,3.0
101574,mazda,Mazda 2,red,03/2023,2023,22520,90,Automatic,Petrol,4.7,3274.0
101575,mazda,Mazda 6,red,03/2023,2023,42590,194,Automatic,Petrol,6.8,3000.0
101576,mazda,Mazda CX-5,red,03/2023,2023,39570,194,Automatic,Petrol,7.2,356.0
101577,mazda,Mazda 3,red,05/2023,2023,31950,186,Manual,Petrol,4.7,8000.0
101578,mazda,Mazda 3,red,06/2023,2023,34900,186,Automatic,Petrol,5.3,1001.0
101579,mazda,Mazda CX-5,red,02/2023,2023,29999,165,Manual,Petrol,6.0,4250.0
101580,mazda,Mazda CX-5,red,06/2023,2023,41900,194,Automatic,Petrol,6.4,3000.0
101581,mazda,Mazda CX-3,red,03/2023,2023,37990,194,Automatic,Petrol,7.1,3.0
101582,mazda,Mazda CX-5,red,03/2023,2023,38990,194,Automatic,Petrol,7.6,1500.0
101583,mazda,Mazda CX-60,red,04/2023,2023,55498,254,Automatic,Diesel,5.3,4000.0
101584,mazda,Mazda CX-5,red,03/2023,2023,36990,194,Automatic,Petrol,7.1,576.0
101586,mazda,Mazda CX-60,red,02/2023,2023,51900,200,Automatic,Diesel,5.0,3000.0
101587,mazda,Mazda 3,red,06/2023,2023,33990,186,Automatic,Petrol,5.4,2.0
101588,mazda,Mazda 3,red,05/2023,2023,37340,186,Automatic,Petrol,5.5,845.0
101589,mazda,Mazda CX-30,red,04/2023,2023,30590,186,Manual,Petrol,4.9,3500.0
101590,mazda,Mazda CX-60,red,02/2023,2023,50900,200,Automatic,Diesel Hybrid,5.0,2000.0
101591,mazda,Mazda 2,red,06/2023,2023,26940,116,Automatic,Petrol,3.0,970.0
101592,mazda,Mazda 2,red,06/2023,2023,23585,90,Manual,Petrol,4.4,1000.0
101593,mazda,Mazda CX-60,red,02/2023,2023,50880,200,Automatic,Diesel,5.1,9999.0
101594,mazda,Mazda 3,red,03/2023,2023,27890,122,Automatic,Hybrid,5.6,2727.0
101595,mazda,Mazda 2,red,06/2023,2023,26490,92,Automatic,Hybrid,3.2,3.0
101596,mazda,Mazda,red,03/2023,2023,40390,194,Manual,Petrol,6.8,3848.0
101597,mazda,Mazda 2,red,03/2023,2023,22090,90,Automatic,Petrol,4.7,2000.0
101598,mazda,Mazda MX-5,red,06/2023,2023,35490,184,Manual,Petrol,6.9,6.0
101599,mazda,Mazda 6,red,03/2023,2023,39990,194,Automatic,Petrol,6.8,5000.0
101600,mazda,Mazda 6,red,03/2023,2023,37740,194,Automatic,Petrol,6.7,1854.0
101601,mazda,Mazda 2,red,06/2023,2023,22550,90,Manual,Petrol,4.4,1110.0
101602,mazda,Mazda 2,red,03/2023,2023,19990,90,Manual,Petrol,4.4,900.0
101603,mazda,Mazda CX-5,red,03/2023,2023,38490,194,Automatic,Petrol,7.4,3.0
101604,mazda,Mazda 2,red,05/2023,2023,22810,90,Manual,Petrol,4.4,645.0
101605,mazda,Mazda 3,red,03/2023,2023,28990,122,Manual,Petrol,5.6,990.0
101606,mazda,Mazda 6,red,03/2023,2023,36990,165,Manual,Petrol,6.5,1460.0
101607,mazda,Mazda 2,red,05/2023,2023,21990,90,Manual,Petrol,4.4,5990.0
101608,mazda,Mazda CX-3,red,03/2023,2023,36990,165,Automatic,Petrol,6.6,6.0
101609,mazda,Mazda CX-5,red,03/2023,2023,35990,165,Automatic,Petrol,6.6,100.0
101610,mazda,Mazda,red,03/2023,2023,34500,165,Automatic,Petrol,6.3,1.0
101611,mazda,Mazda CX-5,red,03/2023,2023,32450,165,Manual,Petrol,5.8,20.0
101612,mazda,Mazda CX-5,red,03/2023,2023,31990,165,Manual,Petrol,6.0,10.0
101613,mazda,Mazda CX-5,red,01/2023,2023,43490,194,Automatic,Petrol,7.2,2868.0
101614,mazda,Mazda CX-5,red,03/2023,2023,36990,165,Automatic,Petrol,6.6,100.0
101615,mazda,Mazda MX-5,red,05/2023,2023,39790,184,Manual,Petrol,6.9,5.0
101616,mazda,Mazda 2,red,03/2023,2023,28990,92,Automatic,Hybrid,3.2,2.0
101618,mazda,Mazda CX-5,red,03/2023,2023,42590,184,Automatic,Diesel,5.5,4.0
101619,mazda,Mazda CX-60,red,05/2023,2023,61590,254,Automatic,Diesel,5.0,2100.0
101620,mazda,Mazda CX-5,red,06/2023,2023,30980,165,Manual,Petrol,6.8,11.0
101621,mazda,Mazda CX-60,red,02/2023,2023,51990,200,Automatic,Diesel Hybrid,4.8,2501.0
101622,mazda,Mazda CX-5,red,01/2023,2023,33444,194,Automatic,Petrol,7.1,3000.0
101623,mazda,Mazda 3,red,03/2023,2023,25888,122,Manual,Petrol,5.6,500.0
101624,mazda,Mazda CX-30,red,02/2023,2023,37990,186,Automatic,Hybrid,5.5,1132.0
101625,mazda,Mazda CX-60,red,03/2023,2023,56900,200,Automatic,Diesel Hybrid,5.0,3000.0
101626,mazda,Mazda 2,red,03/2023,2023,27250,92,Automatic,Hybrid,4.0,8.0
101627,mazda,Mazda CX-60,red,02/2023,2023,51888,200,Automatic,Diesel,4.8,2999.0
101628,mazda,Mazda 6,red,03/2023,2023,37385,194,Automatic,Petrol,6.8,1500.0
101629,mazda,Mazda 3,red,03/2023,2023,34230,186,Automatic,Hybrid,5.3,2476.0
101630,mazda,Mazda CX-60,red,03/2023,2023,59490,190,Automatic,Hybrid,7.7,15.0
101631,mazda,Mazda 2,red,03/2023,2023,24555,116,Automatic,Hybrid,3.8,1000.0
101633,mazda,Mazda 6,red,03/2023,2023,35900,194,Automatic,Petrol,6.8,3128.0
101634,mazda,Mazda 6,red,03/2023,2023,39980,194,Automatic,Petrol,6.8,700.0
101635,mazda,Mazda CX-5,red,06/2023,2023,36990,194,Automatic,Petrol,7.2,5.0
101636,mazda,Mazda CX-60,red,04/2023,2023,55990,254,Automatic,Diesel,5.0,5185.0
101637,mazda,Mazda MX-5,red,03/2023,2023,32250,132,Manual,Petrol,6.1,9.0
101638,mazda,Mazda CX-60,red,03/2023,2023,55900,254,Automatic,Diesel,5.0,3004.0
101639,mazda,Mazda CX-5,red,02/2023,2023,33950,150,Automatic,Diesel,5.5,1925.0
101640,mazda,Mazda 6,red,06/2023,2023,41490,194,Automatic,Petrol,6.8,50.0
101641,mazda,Mazda CX-5,red,03/2023,2023,34990,165,Automatic,Petrol,6.6,100.0
101642,mazda,Mazda,red,03/2023,2023,35990,194,Automatic,Petrol,6.8,2500.0
101643,mazda,Mazda CX-3,red,03/2023,2023,36990,165,Automatic,Petrol,6.6,5.0
101644,mazda,Mazda CX-5,red,06/2023,2023,39990,194,Automatic,Petrol,7.2,25.0
101645,mazda,Mazda CX-60,red,04/2023,2023,57399,328,Automatic,Petrol,2.2,300.0
101646,mazda,Mazda CX-5,red,03/2023,2023,30777,165,Manual,Petrol,5.8,10.0
101647,mazda,Mazda 6,red,03/2023,2023,43998,194,Automatic,Petrol,7.6,1280.0
101648,mazda,Mazda CX-30,red,03/2023,2023,33280,186,Manual,Petrol,4.9,1224.0
101649,mazda,Mazda 6,red,03/2023,2023,40985,194,Automatic,Petrol,6.8,1200.0
101650,mazda,Mazda 6,red,03/2023,2023,37990,194,Automatic,Petrol,6.8,5.0
101651,mazda,Mazda,red,03/2023,2023,40999,194,Automatic,Petrol,6.7,1361.0
101652,mazda,Mazda CX-5,red,05/2023,2023,34999,194,Automatic,Petrol,7.1,226.0
101653,mazda,Mazda CX-30,red,03/2023,2023,37850,186,Automatic,Petrol,5.4,1906.0
101654,mazda,Mazda 2,red,02/2023,2023,21490,90,Automatic,Petrol,4.7,3431.0
101655,mazda,Mazda CX-60,red,02/2023,2023,49490,200,Automatic,Diesel,4.8,4390.0
101656,mazda,Mazda CX-5,red,02/2023,2023,34990,194,Automatic,Petrol,7.1,4500.0
101657,mazda,Mazda,red,03/2023,2023,37777,194,Automatic,Petrol,6.8,3100.0
101658,mazda,Mazda 2,red,05/2023,2023,24330,90,Manual,Petrol,4.4,113.0
101659,mazda,Mazda 6,red,03/2023,2023,38500,194,Automatic,Petrol,6.8,20.0
101660,mazda,Mazda 6,red,03/2023,2023,38230,194,Automatic,Petrol,6.8,20.0
101661,mazda,Mazda MX-5,red,03/2023,2023,26990,132,Manual,Petrol,6.1,1.0
101662,mazda,Mazda MX-5,red,03/2023,2023,40975,184,Manual,Petrol,6.5,2222.0
101663,mazda,Mazda 3,red,03/2023,2023,29980,122,Automatic,Petrol,6.1,1750.0
101664,mazda,Mazda 2,red,06/2023,2023,24290,90,Automatic,Petrol,5.4,390.0
101665,mazda,Mazda 2,red,05/2023,2023,20640,90,Manual,Petrol,4.4,5.0
101666,mazda,Mazda 2,red,04/2023,2023,27580,92,Automatic,Hybrid,3.2,5.0
101667,mazda,Mazda 6,red,03/2023,2023,33590,165,Manual,Petrol,6.6,10.0
101668,mazda,Mazda 6,red,03/2023,2023,43300,194,Automatic,Petrol,6.8,8000.0
101669,mazda,Mazda 2,red,01/2023,2023,17980,75,Manual,Petrol,4.4,2377.0
101670,mazda,Mazda CX-5,red,02/2023,2023,36650,194,Automatic,Petrol,7.1,509.0
101671,mazda,Mazda MX-5,red,03/2023,2023,37790,184,Manual,Petrol,6.9,10.0
101672,mazda,Mazda MX-5,red,06/2023,2023,28980,132,Manual,Petrol,6.3,11.0
101673,mazda,Mazda 2,red,04/2023,2023,24990,116,Automatic,Petrol,3.0,1500.0
101674,mazda,Mazda 2,red,03/2023,2023,17490,75,Manual,Petrol,4.4,1900.0
101675,mazda,Mazda 2,red,03/2023,2023,19995,90,Manual,Petrol,4.4,10.0
101676,mazda,Mazda 2,red,03/2023,2023,18450,75,Manual,Petrol,4.4,20.0
101677,mazda,Mazda 2,red,05/2023,2023,22390,90,Manual,Petrol,4.4,3000.0
101678,mazda,Mazda CX-3,red,03/2023,2023,37990,194,Automatic,Petrol,7.1,32.0
101679,mazda,Mazda CX-5,red,03/2023,2023,39999,184,Automatic,Diesel,5.5,1607.0
101680,mazda,Mazda CX-5,red,03/2023,2023,35900,194,Automatic,Petrol,7.1,50.0
101681,mazda,Mazda 3,red,03/2023,2023,29990,186,Manual,Petrol,4.7,990.0
101682,mazda,Mazda 6,red,03/2023,2023,35491,194,Automatic,Petrol,6.8,9.0
101683,mazda,Mazda CX-5,red,06/2023,2023,40950,194,Automatic,Petrol,7.2,184.0
101684,mazda,Mazda CX-5,red,01/2023,2023,32888,165,Manual,Petrol,6.0,500.0
101685,mazda,Mazda CX-30,red,04/2023,2023,32940,186,Automatic,Hybrid,5.5,1633.0
101686,mazda,Mazda CX-30,red,03/2023,2023,31795,186,Manual,Petrol,5.7,990.0
101687,mazda,Mazda 6,red,03/2023,2023,42990,194,Automatic,Petrol,6.8,396.0
101688,mazda,Mazda 6,red,06/2023,2023,35790,194,Automatic,Petrol,7.6,10.0
101689,mazda,Mazda 6,red,03/2023,2023,39950,194,Automatic,Petrol,6.8,1879.0
101690,mazda,Mazda 2,red,03/2023,2023,23491,116,Automatic,Hybrid,3.7,8.0
101691,mazda,Mazda CX-3,red,03/2023,2023,37990,194,Automatic,Petrol,7.1,6.0
101692,mazda,Mazda CX-5,red,04/2023,2023,34888,165,Manual,Petrol,6.5,2141.0
101693,mazda,Mazda 6,red,01/2023,2023,36830,194,Automatic,Petrol,6.8,5000.0
101694,mazda,Mazda CX-5,red,03/2023,2023,32490,165,Manual,Petrol,6.5,1080.0
101695,mazda,Mazda CX-60,red,02/2023,2023,51980,200,Automatic,Diesel,5.0,6500.0
101696,mazda,Mazda CX-5,red,03/2023,2023,31950,165,Manual,Petrol,5.8,8000.0
101697,mazda,Mazda CX-60,red,02/2023,2023,53490,200,Automatic,Diesel,5.0,3607.0
101698,mazda,Mazda 6,red,03/2023,2023,40900,194,Automatic,Petrol,6.8,1603.0
101699,mazda,Mazda,red,03/2023,2023,42350,194,Automatic,Petrol,6.8,5920.0
101700,mazda,Mazda 6,red,03/2023,2023,40290,194,Automatic,Petrol,6.8,3000.0
101701,mazda,Mazda CX-5,red,03/2023,2023,36990,165,Automatic,Petrol,6.6,4.0
101702,mazda,Mazda CX-60,red,04/2023,2023,51450,200,Automatic,Diesel,5.3,300.0
101703,mazda,Mazda 6,red,03/2023,2023,34990,165,Automatic,Petrol,6.3,2000.0
101704,mazda,Mazda CX-5,red,02/2023,2023,38980,184,Automatic,Diesel,5.5,2821.0
101705,mazda,Mazda 6,red,03/2023,2023,42990,194,Automatic,Petrol,6.7,706.0
101706,mazda,Mazda 6,red,03/2023,2023,35890,194,Automatic,Petrol,6.8,20.0
101707,mazda,Mazda CX-5,red,03/2023,2023,31290,165,Manual,Petrol,6.0,3000.0
101708,mazda,Mazda CX-60,red,03/2023,2023,51500,200,Automatic,Diesel,5.0,1920.0
101709,mazda,Mazda CX-60,red,03/2023,2023,49490,200,Automatic,Diesel,5.0,1000.0
101710,mazda,Mazda 3,red,03/2023,2023,28900,122,Manual,Hybrid,5.1,3000.0
101711,mazda,Mazda MX-5,red,03/2023,2023,33980,184,Manual,Petrol,6.9,6000.0
101712,mazda,Mazda CX-60,red,03/2023,2023,54690,200,Automatic,Diesel Hybrid,5.0,1256.0
101713,mazda,Mazda CX-60,red,05/2023,2023,60500,254,Automatic,Diesel,5.0,427.0
101714,mazda,Mazda CX-60,red,02/2023,2023,51990,200,Automatic,Diesel,4.8,5500.0
101715,mazda,Mazda CX-3,red,03/2023,2023,36990,165,Automatic,Petrol,6.6,5.0
101716,mazda,Mazda 2,red,06/2023,2023,21720,90,Manual,Petrol,4.4,1.0
101717,mazda,Mazda 2,red,03/2023,2023,27450,92,Automatic,Petrol,3.8,906.0
101718,mazda,Mazda,red,03/2023,2023,37950,194,Automatic,Petrol,6.8,11.0
101719,mazda,Mazda CX-5,red,04/2023,2023,38490,184,Automatic,Diesel,6.6,5500.0
101720,mazda,Mazda 6,red,03/2023,2023,31790,145,Automatic,Petrol,6.3,1.0
101721,mazda,Mazda CX-5,red,01/2023,2023,34250,150,Automatic,Diesel,6.1,5300.0
101722,mazda,Mazda CX-5,red,03/2023,2023,35300,165,Manual,Petrol,6.5,10.0
101724,mazda,Mazda 6,red,04/2023,2023,35222,165,Manual,Petrol,6.5,10.0
101725,mazda,Mazda CX-5,red,03/2023,2023,36390,165,Automatic,Petrol,7.0,1.0
101726,mazda,Mazda CX-30,red,05/2023,2023,33890,150,Automatic,Petrol,6.0,20.0
101727,mazda,Mazda 2,red,02/2023,2023,21990,90,Automatic,Petrol,4.7,2900.0
101728,mazda,Mazda CX-5,red,03/2023,2023,40560,194,Automatic,Petrol,7.1,1.0
101729,mazda,Mazda CX-30,red,01/2023,2023,32280,150,Manual,Hybrid,5.2,12.0
101730,mazda,Mazda MX-5,red,05/2023,2023,35985,184,Manual,Petrol,6.9,12.0
101731,mazda,Mazda 6,red,03/2023,2023,40990,194,Automatic,Petrol,6.8,2500.0
101732,mazda,Mazda 2,red,03/2023,2023,20800,90,Manual,Petrol,4.1,13.0
101733,mazda,Mazda CX-5,red,01/2023,2023,41490,184,Automatic,Diesel,5.5,10.0
101734,mazda,Mazda 6,red,03/2023,2023,44895,194,Automatic,Petrol,7.6,850.0
101735,mazda,Mazda,red,06/2023,2023,22240,90,Manual,Hybrid,4.4,406.0
101736,mazda,Mazda 2,red,05/2023,2023,20950,90,Automatic,Petrol,4.7,2000.0
101737,mazda,Mazda 6,red,03/2023,2023,44495,192,Automatic,Petrol,6.3,1002.0
101738,mazda,Mazda CX-5,red,03/2023,2023,35850,165,Manual,Petrol,5.8,2617.0
101739,mazda,Mazda 2,red,03/2023,2023,25980,116,Automatic,Hybrid,4.0,1900.0
101740,mazda,Mazda CX-60,red,02/2023,2023,54490,200,Automatic,Diesel Hybrid,4.8,5700.0
101741,mazda,Mazda 2,red,03/2023,2023,24980,92,Automatic,Hybrid,3.8,1650.0
101742,mazda,Mazda CX-5,red,01/2023,2023,30598,165,Manual,Petrol,6.8,1870.0
101743,mazda,Mazda 2,red,03/2023,2023,24890,92,Automatic,Hybrid,3.2,1441.0
101745,mazda,Mazda 2,red,03/2023,2023,17980,75,Manual,Petrol,4.4,1.0
101746,mazda,Mazda MX-5,red,03/2023,2023,27980,132,Manual,Petrol,6.1,10.0
101747,mazda,Mazda 3,red,03/2023,2023,34330,150,Automatic,Hybrid,5.6,1.0
101748,mazda,Mazda 2,red,03/2023,2023,21840,90,Automatic,Petrol,4.7,1.0
101749,mazda,Mazda CX-60,red,03/2023,2023,55340,200,Automatic,Diesel Hybrid,5.0,8000.0
101750,mazda,Mazda 2,red,03/2023,2023,21890,90,Automatic,Petrol,4.7,2000.0
101751,mazda,Mazda 2,red,03/2023,2023,18475,75,Manual,Petrol,4.4,10.0
101752,mazda,Mazda CX-5,red,03/2023,2023,41880,150,Manual,Diesel,5.2,2500.0
101753,mazda,Mazda CX-5,red,06/2023,2023,36730,194,Automatic,Petrol,7.2,5.0
101754,mazda,Mazda 2,red,03/2023,2023,21770,90,Automatic,Petrol,4.7,866.0
101755,mazda,Mazda,red,05/2023,2023,28350,150,Automatic,Petrol,5.6,239.0
101756,mazda,Mazda CX-30,red,06/2023,2023,35490,186,Automatic,Hybrid,5.5,5.0
101758,mazda,Mazda CX-5,red,03/2023,2023,29800,165,Manual,Petrol,6.5,1756.0
101759,mazda,Mazda 2,red,03/2023,2023,20980,90,Manual,Hybrid,4.4,1126.0
101760,mazda,Mazda CX-30,red,05/2023,2023,32450,122,Automatic,Hybrid,5.6,10.0
101761,mazda,Mazda 2,red,05/2023,2023,21490,90,Manual,Petrol,4.4,500.0
101762,mazda,Mazda,red,02/2023,2023,17950,75,Manual,Petrol,4.4,868.0
101763,mazda,Mazda MX-5,red,03/2023,2023,34950,184,Manual,Petrol,6.9,8000.0
101764,mazda,Mazda CX-5,red,01/2023,2023,41690,184,Automatic,Diesel,5.5,10.0
101765,mazda,Mazda MX-5,red,03/2023,2023,29800,132,Manual,Petrol,6.1,50.0
101766,mazda,Mazda MX-5,red,03/2023,2023,32999,132,Manual,Petrol,6.1,10.0
101767,mazda,Mazda 2,red,06/2023,2023,19490,75,Manual,Petrol,4.4,10.0
101768,mazda,Mazda MX-5,red,03/2023,2023,29999,132,Manual,Petrol,6.1,10.0
101769,mazda,Mazda MX-5,red,03/2023,2023,35390,160,Manual,Petrol,6.6,5.0
101770,mazda,Mazda 2,red,05/2023,2023,21690,90,Manual,Petrol,4.4,500.0
101771,mazda,Mazda 2,red,05/2023,2023,24230,90,Manual,Petrol,4.4,2001.0
101772,mazda,Mazda MX-5,red,03/2023,2023,27290,132,Manual,Petrol,6.1,150.0
101773,mazda,Mazda MX-5,red,03/2023,2023,27990,132,Manual,Petrol,6.1,50.0
101774,mazda,Mazda 2,red,01/2023,2023,19150,90,Manual,Petrol,4.7,4500.0
101775,mazda,Mazda 2,red,02/2023,2023,17590,75,Manual,Petrol,4.4,3915.0
101776,mazda,Mazda 2,red,03/2023,2023,22790,90,Automatic,Petrol,5.4,10.0
101777,mazda,Mazda 2,red,02/2023,2023,24990,92,Automatic,Hybrid,3.8,6995.0
101778,mazda,Mazda 2,red,03/2023,2023,17640,75,Manual,Petrol,4.4,295.0
101779,mazda,Mazda 2,red,03/2023,2023,21990,90,Automatic,Petrol,4.7,5.0
101780,mazda,Mazda 2,red,03/2023,2023,19790,90,Manual,Petrol,4.4,52.0
101781,mazda,Mazda 2,red,06/2023,2023,23950,90,Automatic,Petrol,4.7,50.0
101782,mazda,Mazda 2,red,03/2023,2023,17880,75,Manual,Petrol,4.4,2636.0
101783,mazda,Mazda 2,red,03/2023,2023,16900,75,Manual,Petrol,4.8,4500.0
101784,mazda,Mazda 6,red,03/2023,2023,39900,194,Automatic,Petrol,6.8,2488.0
101785,mazda,Mazda,red,04/2023,2023,48800,194,Automatic,Petrol,6.8,120.0
101786,mazda,Mazda 2,red,02/2023,2023,22460,90,Automatic,Petrol,4.7,3182.0
101787,mazda,Mazda,red,03/2023,2023,37290,194,Automatic,Petrol,6.8,1366.0
101788,mazda,Mazda CX-5,red,03/2023,2023,31490,165,Manual,Petrol,5.8,1782.0
101789,mazda,Mazda 6,red,03/2023,2023,39950,194,Automatic,Petrol,6.8,8000.0
101790,mazda,Mazda CX-60,red,02/2023,2023,52990,200,Automatic,Diesel Hybrid,5.0,6548.0
101791,mazda,Mazda CX-5,red,03/2023,2023,39450,184,Automatic,Diesel,5.5,3881.0
101792,mazda,Mazda CX-60,red,03/2023,2023,55485,200,Automatic,Diesel Hybrid,5.0,3747.0
101793,mazda,Mazda,red,03/2023,2023,27750,92,Automatic,Hybrid,3.2,854.0
101794,mazda,Mazda CX-5,red,05/2023,2023,41250,194,Automatic,Petrol,7.1,500.0
101795,mazda,Mazda CX-60,red,02/2023,2023,55900,200,Automatic,Diesel Hybrid,5.0,790.0
101796,mazda,Mazda CX-60,red,05/2023,2023,56450,192,Automatic,Hybrid,2.2,23.0
101797,mazda,Mazda CX-30,red,05/2023,2023,33150,186,Manual,Hybrid,4.9,201.0
101798,mazda,Mazda CX-5,red,04/2023,2023,44300,184,Automatic,Diesel,5.5,6.0
101799,mazda,Mazda,red,03/2023,2023,36950,194,Automatic,Petrol,6.8,5.0
101800,mazda,Mazda CX-30,red,03/2023,2023,39450,186,Automatic,Hybrid,5.6,2210.0
101802,mazda,Mazda CX-5,black,05/2023,2023,36490,184,Manual,Diesel,5.5,10.0
101803,mazda,Mazda 6,black,03/2023,2023,39750,194,Automatic,Petrol,6.8,8.0
101804,mazda,Mazda 2,black,06/2023,2023,23950,116,Automatic,Petrol,3.8,5.0
101805,mazda,Mazda CX-5,black,03/2023,2023,36990,165,Automatic,Petrol,6.6,100.0
101806,mazda,Mazda 2,black,03/2023,2023,25990,92,Automatic,Hybrid,3.0,1471.0
101807,mazda,Mazda MX-5,black,03/2023,2023,33990,184,Manual,Petrol,6.9,1345.0
101809,mazda,Mazda 2,black,03/2023,2023,25950,92,Automatic,Hybrid,3.8,7.0
101810,mazda,Mazda CX-30,black,03/2023,2023,37990,186,Automatic,Petrol,5.5,3000.0
101811,mazda,Mazda MX-5,black,03/2023,2023,28996,132,Manual,Petrol,6.1,20.0
101812,mazda,Mazda CX-60,black,03/2023,2023,52320,200,Automatic,Diesel Hybrid,4.8,3518.0
101813,mazda,Mazda 2,black,02/2023,2023,16880,75,Manual,Petrol,4.4,3222.0
101814,mazda,Mazda CX-5,black,01/2023,2023,35590,165,Manual,Petrol,6.0,2848.0
101815,mazda,Mazda 6,black,03/2023,2023,38950,194,Automatic,Petrol,6.8,2086.0
101816,mazda,Mazda 3,black,01/2023,2023,30640,186,Automatic,Hybrid,5.3,137.0
101817,mazda,Mazda 6,black,03/2023,2023,41990,194,Automatic,Petrol,6.8,1300.0
101818,mazda,Mazda CX-30,black,02/2023,2023,35870,186,Automatic,Petrol,5.5,1996.0
101819,mazda,Mazda 6,black,03/2023,2023,38990,194,Automatic,Petrol,6.8,50.0
101820,mazda,Mazda 6,black,05/2023,2023,39990,194,Automatic,Petrol,6.8,1600.0
101821,mazda,Mazda CX-60,black,03/2023,2023,48790,200,Automatic,Diesel,5.0,3000.0
101822,mazda,Mazda MX-5,black,04/2023,2023,32690,184,Manual,Petrol,6.9,500.0
101823,mazda,Mazda 2,black,02/2023,2023,29840,116,Automatic,Hybrid,4.0,150.0
101824,mazda,Mazda CX-5,black,03/2023,2023,34200,165,Manual,Petrol,6.5,3000.0
101825,mazda,Mazda CX-5,black,03/2023,2023,37950,165,Manual,Petrol,6.4,10.0
101826,mazda,Mazda 2,black,03/2023,2023,25990,92,Automatic,Hybrid,3.8,1200.0
101827,mazda,Mazda 2,black,04/2023,2023,25300,92,Automatic,Hybrid,3.2,3384.0
101828,mazda,Mazda MX-5,black,03/2023,2023,33850,184,Manual,Petrol,6.9,5.0
101829,mazda,Mazda 2,black,05/2023,2023,19985,90,Manual,Petrol,4.4,9.0
101830,mazda,Mazda 2,black,02/2023,2023,19700,90,Manual,Petrol,4.7,5.0
101832,mazda,Mazda MX-5,black,02/2023,2023,30950,184,Manual,Petrol,6.9,2000.0
101833,mazda,Mazda CX-5,black,03/2023,2023,36490,194,Automatic,Petrol,7.2,1085.0
101834,mazda,Mazda CX-60,black,05/2023,2023,62740,254,Automatic,Diesel,5.0,2005.0
101835,mazda,Mazda MX-5,black,03/2023,2023,32950,184,Manual,Petrol,6.9,380.0
101836,mazda,Mazda CX-5,black,03/2023,2023,29890,165,Manual,Petrol,5.8,5.0
101837,mazda,Mazda CX-60,black,02/2023,2023,52888,200,Automatic,Diesel,5.0,5006.0
101838,mazda,Mazda CX-30,black,06/2023,2023,33990,186,Automatic,Petrol,5.6,50.0
101839,mazda,Mazda 6,black,03/2023,2023,36350,194,Automatic,Petrol,7.6,7000.0
101840,mazda,Mazda CX-5,black,04/2023,2023,34485,194,Automatic,Petrol,7.1,629.0
101841,mazda,Mazda CX-60,black,02/2023,2023,53500,200,Automatic,Diesel Hybrid,5.0,3000.0
101842,mazda,Mazda CX-5,black,03/2023,2023,35990,165,Automatic,Petrol,6.6,100.0
101843,mazda,Mazda 6,black,03/2023,2023,41996,194,Automatic,Petrol,6.8,25.0
